-0.000004472208432975613,-0.000009969991723700271,-0.00002256469137441372,-0.00004932922713824567,-0.00010844001688092615,-0.0002258080779777124,-0.0004761948566519078,-0.0009660882202244573,-0.001973602998113255,-0.00382598371275205,-0.007345542515105111,-0.013813466597305672,-0.0254326988843944,-0.04583248265376382,-0.08108608779791952,-0.13995417350743344,-0.23557464189169866
-0.000004940958985066052,-0.000011074559936916165,-0.000024623616249970173,-0.00005335120720907053,-0.00011374866989577662,-0.00023540952192965686,-0.00048187213973582637,-0.0009873853082109595,-0.0019495756042824856,-0.003820889189692349,-0.007360497475871171,-0.01373526726589891,-0.025307707994090323,-0.045134776732079177,-0.07890047719066964,-0.13625575385080776,-0.21979641272649406
-0.000005663325671415789,-0.000012685976819890476,-0.00002762650028902885,-0.00005833631803719757,-0.00012428066926210556,-0.0002526470354561508,-0.0005132719002033169,-0.0010249081381547853,-0.002005545508960582,-0.003935308549151741,-0.007414936965448077,-0.013663362739589954,-0.024894859260749184,-0.04431441667493936,-0.07505639860621918,-0.13357893781193877,-0.21230018862061142
-0.00000651450101328274,-0.000014459786829542064,-0.00003092404662280023,-0.00006609107713792929,-0.00013561645042206195,-0.00027578760429710324,-0.0005414946227307923,-0.001085259550337884,-0.002123116163754003,-0.004034880903736218,-0.007452704903601207,-0.01380409541071093,-0.024933766782917626,-0.04323242515901283,-0.0748089054016878,-0.12758527082086624,-0.2087091059253761
-0.000008040131399954168,-0.000016958634406061073,-0.000035659770910435937,-0.00007440395978884855,-0.0001499817537483664,-0.00030169631511232063,-0.000603031323430695,-0.0011425117528649222,-0.002247252815902366,-0.00415810639407258,-0.007718428097003868,-0.0143275940559838,-0.025072507648319295,-0.04470959294196163,-0.07560705230421941,-0.12824245150197752,-0.20884011097358662
-0.000009611758210271393,-0.00002037755080174945,-0.00004277137461391707,-0.00008494282636235878,-0.00017267167056616103,-0.00034422395648060484,-0.0006711168101925017,-0.0012947673425080044,-0.0024336549039372856,-0.004503191963329451,-0.00825152994635498,-0.014848617651858504,-0.02602263818896147,-0.04502214164361573,-0.07702848795047863,-0.12871426151739043,-0.21460997283325078
-0.000012069109763104348,-0.000025290536659562855,-0.00005045488671069224,-0.00010353044595134473,-0.00020054662058702726,-0.0003905375427146595,-0.0007474592131529566,-0.0014036319877552825,-0.0026833336018634744,-0.004966620488611941,-0.009015426213630356,-0.01559013996474065,-0.027518939666707647,-0.04732058829576893,-0.07913414577983226,-0.1315322858785207,-0.2120500971207398
-0.000015455656978134906,-0.00003130852885226823,-0.00006369778421636005,-0.0001250029761223918,-0.00023899154859744574,-0.0004641760526340807,-0.0008840765128027112,-0.0016148756016584847,-0.0030307125869145925,-0.0054000652057693615,-0.009676658019549806,-0.016856664538766095,-0.029577657276645172,-0.049831796021391685,-0.0831018229090743,-0.1359721685708901,-0.2177580607435168
-0.000019798904724401074,-0.00003964849506260423,-0.00007817736123937581,-0.00015152241854343243,-0.00029304740175268917,-0.000555257172879098,-0.0010328573768166422,-0.0019102066189848465,-0.003389178391515878,-0.006034168592202045,-0.010779974593413415,-0.018406572126689363,-0.03227154570324464,-0.054389336943685807,-0.0877406083721123,-0.1426990503008037,-0.22816214548573258
-0.000026775412552372862,-0.00005227210951160024,-0.00010052448654240203,-0.00019463971050482238,-0.0003579193377948646,-0.0006705389198046206,-0.0012147835755824813,-0.002202096782839199,-0.0039469447733834415,-0.0070116275249607965,-0.012134363506373822,-0.0208769372886577,-0.03482779519328103,-0.05770614851569221,-0.09434267948681964,-0.14925814824591738,-0.2383164723441438
-0.000035850556978726,-0.00006842107496955743,-0.0001282145807334552,-0.0002416583924827147,-0.00045177992956347917,-0.0008248099579761015,-0.0014653558348378085,-0.002660058266590249,-0.004769535041864847,-0.008010511432022124,-0.013817773727378775,-0.023557743677108344,-0.039295199744525944,-0.0629741551805825,-0.10282435876175024,-0.16429770759175008,-0.2510033073858533
-0.0000479435736803227,-0.00009103739218679182,-0.0001684287747646524,-0.0003163167244720661,-0.0005728398134203914,-0.0010322596302118152,-0.001810143384534199,-0.003149409517108553,-0.005564506074402487,-0.00930157290008434,-0.015970610523574447,-0.02704772535737714,-0.04355269526427829,-0.07171283055155887,-0.11342333869938691,-0.1777680026423812,-0.27076247191479685
-0.00006655865710484219,-0.00012296490465708596,-0.00022566772380154274,-0.0004126462749204982,-0.0007271305147595573,-0.001290470047180644,-0.0022468080121383774,-0.003947847953171803,-0.006671228367668803,-0.011407294625279537,-0.019092548053082362,-0.03096078462792094,-0.05062952995038429,-0.08097133855492294,-0.12699818160169302,-0.1873527637843148,-0.2911092052048439
-0.00009412483328806849,-0.0001707801534986895,-0.0003115394542304786,-0.0005477757016102663,-0.0009484827441634053,-0.0016642956664279513,-0.002880983791606806,-0.004833772022083597,-0.008357364327575932,-0.013525244869437009,-0.02237974116353773,-0.035941522359030156,-0.05787915184362028,-0.09021299439291437,-0.14331179042933245,-0.212522124263425,-0.3236825025914996
-0.000133899957006701,-0.00024005018186898573,-0.00042000318448691333,-0.0007329127316479574,-0.0012870019664686864,-0.0021750200652626075,-0.0035673112655665645,-0.0061938725891361405,-0.01018677519907413,-0.016367874853699692,-0.027105441196802783,-0.04286929335240282,-0.0678844382456826,-0.10519979383338728,-0.1625562329053621,-0.24340110316544608,-0.36067727290486457
